,RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
344,345," Brantly, R",CWS,C,14,33,3,4,1,0,1,6,2,8,0,0,.121,.167,.242,.409,0,0,0,1,8,2,1,13,10,1.30,145,36
345,346," Gentry, C",OAK,LF,26,50,6,6,0,2,0,3,4,15,1,1,.120,.196,.200,.396,0,1,0,1,10,2,0,14,16,0.88,203,56
346,347," Sale, C",CWS,P,3,9,1,1,0,0,0,0,0,4,0,0,.111,.111,.111,.222,0,0,0,0,1,0,0,3,1,3.00,35,9
347,347," Walker, C",BAL,1B,7,9,0,1,0,0,0,0,3,4,0,0,.111,.333,.111,.444,0,0,0,0,1,0,0,3,1,3.00,48,12
348,347," Walker, T",SEA,P,4,9,0,1,1,0,0,1,0,5,0,0,.111,.111,.222,.333,0,0,1,0,2,1,0,2,2,1.00,35,10
349,350," Lavarnway, R",BAL,C,10,28,1,3,1,0,0,0,4,7,0,0,.107,.219,.143,.362,0,0,0,0,4,1,1,6,13,0.46,138,32
350,351," Jones, J",SEA,CF,28,29,1,3,1,0,0,0,2,13,1,1,.103,.161,.138,.299,0,0,0,0,4,1,0,7,6,1.17,149,31
351,352," Holt, T",CLE,CF,9,20,2,2,0,0,0,0,1,9,0,0,.100,.143,.100,.243,0,0,0,0,2,0,0,3,6,0.50,76,21
352,353," Stubbs, D",TEX,CF,27,21,6,2,1,0,0,0,5,10,3,0,.095,.269,.143,.412,0,0,0,0,3,1,0,4,5,0.80,129,26
353,354," Ross, C",OAK,RF,9,22,3,2,0,0,0,3,3,6,0,0,.091,.200,.091,.291,0,0,0,0,2,0,0,6,8,0.75,104,25
354,355," Hicks, J",SEA,C,17,32,1,2,1,0,0,1,1,18,1,1,.063,.091,.094,.185,0,0,1,0,3,1,0,3,10,0.30,144,34
355,356," Perez, H",DET,2B,22,33,1,2,0,0,0,0,1,11,1,0,.061,.088,.061,.149,0,0,0,0,2,0,2,11,11,1.00,119,34
356,357," Adams, A",CLE,P,3,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2,0,*.**,1,1
357,357," Anderson, C",CLE,P,2,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,10,3
358,357," Andriese, M",TB,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,4,1
359,357," Archer, C",TB,P,2,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,21,5
360,357," Baron, S",SEA,C,4,11,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,2,8,3,2.67,31,11
361,357," Bassitt, C",OAK,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,9,2
362,357," Belisario, R",BOS,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,5,1
363,357," Bianchi, J",BOS,SS,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,9,2
364,357," Blanton, J",KC,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,6,1
365,357," Brooks, A",OAK,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,10,2
366,357," Buchholz, C",BOS,P,2,6,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,3,1,3.00,30,6
367,357," Calixte, O",KC,SS,2,3,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,1,2.00,9,3
368,357," Capuano, C",NYY,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
369,357," Cecchini, G",BOS,3B,2,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,13,4
370,357," Choice, M",CLE,RF,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,7,1
371,357," Coleman, D",KC,3B,4,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,2,0.00,14,5
372,357," Copeland, S",TOR,P,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,1
373,357," Dickey, R",TOR,P,2,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,1,2,0.50,8,4
374,357," Duensing, B",MIN,P,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,2,1
375,357," Eovaldi, N",NYY,P,3,5,1,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,1,2.00,22,5
376,357," Gonzalez, M",BAL,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,4,1
377,357," Gore, T",KC,LF,9,3,1,0,0,0,0,0,0,1,3,0,.000,.250,.000,.250,0,1,0,0,0,0,0,1,1,1.00,12,4
378,357," Greene, S",DET,P,2,5,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,21,5
379,357," Hahn, J",OAK,P,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,13,3
380,357," Happ, J",SEA,P,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,0,0,0,0,0,0,1,2,0,*.**,6,2
381,357," Hardy, B",DET,P,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,2,1
382,357," Harris, W",HOU,P,4,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,3,1
383,357," Harrison, M",TEX,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,0,*.**,11,3
384,357," Heaney, A",LAA,P,2,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,1,2.00,19,6
385,357," Hernandez, F",SEA,P,1,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,11,3
386,357," Hernandez, R",HOU,P,1,2,1,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333,0,0,0,0,0,0,0,0,0,-.--,13,3
387,357," Hughes, P",MIN,P,1,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,3,0,*.**,14,3
388,357," Iwakuma, H",SEA,P,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,1,0,*.**,8,3
389,357," Jackson, R",LAA,SS,22,9,0,0,0,0,0,0,1,5,0,0,.000,.100,.000,.100,0,0,4,0,0,0,1,9,0,*.**,48,14
390,357," Jimenez, L",BOS,3B,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
391,357," Kluber, C",CLE,P,2,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,3,1,3.00,19,6
392,357," Kratz, E",SEA,C,4,4,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000,0,0,0,1,0,0,0,2,1,2.00,21,5
393,357," Lewis, C",TEX,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,12,2
394,357," Martinez, N",TEX,P,2,4,2,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,1,2.00,11,4
395,357," May, T",MIN,P,3,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,12,3
396,357," McCullers Jr., L",HOU,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,8,2
397,357," Miley, W",BOS,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,10,2
398,357," Milone, T",MIN,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,7,2
399,357," Mitchell, B",NYY,P,3,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,1
400,357," Montgomery, M",SEA,P,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,9,3
401,357," Moore, M",TB,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,0,*.**,12,2
402,357," Nolasco, R",MIN,P,1,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,14,3
403,357," Norris, B",BAL,P,2,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,2,0.50,10,4
404,357," Odorizzi, J",TB,P,2,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,16,4
405,357," Owens, H",BOS,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,11,2
406,357," Parrino, A",OAK,SS,17,6,1,0,0,0,0,0,2,5,0,0,.000,.250,.000,.250,0,0,0,0,0,0,0,0,1,0.00,34,8
407,357," Paxton, J",SEA,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,2
408,357," Perez, M",TEX,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,13,2
409,357," Pineda, M",NYY,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,5,2
410,357," Porcello, R",BOS,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,2
411,357," Price, D",TOR,P,3,9,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,7,0,*.**,28,9
412,357," Pridie, J",OAK,CF,6,9,0,0,0,0,0,0,1,4,0,0,.000,.100,.000,.100,0,0,0,0,0,0,0,3,2,1.50,35,10
413,357," Quintana, J",CWS,P,4,8,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,4,0,*.**,24,9
414,357," Ramirez, E",TB,P,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,2
415,357," Ranaudo, A",TEX,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,9,2
416,357," Rasmus, C",LAA,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
417,357," Rodon, C",CWS,P,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,2,0,0,0,0,2,0,*.**,6,3
418,357," Rodriguez, E",BOS,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,1,0,*.**,17,3
419,357," Romine, A",NYY,C,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,7,2
420,357," Sabathia, C",NYY,P,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,8,3
421,357," Salazar, D",CLE,P,2,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,14,4
422,357," Sanchez, A",DET,P,2,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,14,4
423,357," Sanchez, G",NYY,C,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,8,2
424,357," Severino, L",NYY,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,5,2
425,357," Shoemaker, M",LAA,P,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,0,0,0,0,0,0,0,1,0,*.**,7,2
426,357," Simon, A",DET,P,2,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,3,0,*.**,17,5
427,357," Tanaka, M",NYY,P,4,7,0,0,0,0,0,0,1,2,0,0,.000,.125,.000,.125,0,0,0,0,0,0,0,5,0,*.**,39,8
428,357," Tillman, C",BAL,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,9,2
429,357," Venditte, P",TOR,P,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,1
430,357," Ventura, Y",KC,P,3,6,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,27,6
431,357," Volquez, E",KC,P,3,6,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,22,6
432,357," Warren, A",NYY,P,2,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,14,3
433,357," Weaver, J",LAA,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,6,2
434,357," Wilson, T",BAL,P,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,1,2.00,10,3
435,357," Wright, S",BOS,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,0,*.**,6,2
436,437," Abad, F",OAK,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437,437," Achter, A",MIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
438,437," Alburquerque, A",DET,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
439,437," Allen, C",CLE,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
440,437," Almonte, M",KC,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
441,437," Alvarez, J",LAA,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
442,437," Bailey, A",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
443,437," Balfour, G",TB,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
444,437," Barnes, M",BOS,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
445,437," Bass, A",TEX,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
446,437," Bedrosian, C",LAA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
447,437," Beimel, J",SEA,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
448,437," Beliveau, J",TB,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
449,437," Betances, D",NYY,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
450,437," Boxberger, B",TB,P,8,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
451,437," Boyd, M",DET,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
452,437," Boyer, B",MIN,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
453,437," Brach, B",BAL,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
454,437," Breslow, C",BOS,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
455,437," Britton, Z",BAL,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
456,437," Carpenter, D",NYY,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
457,437," Carroll, S",CWS,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
458,437," Castro, A",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
459,437," Cecil, B",TOR,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
460,437," Cedeno, X",TB,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
461,437," Chamberlain, J",KC,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
462,437," Clippard, T",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
463,437," Colome, A",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
464,437," Cook, R",BOS,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
465,437," Cotham, C",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
466,437," Cotts, N",MIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
467,437," Crockett, K",CLE,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
468,437," Davies, K",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
469,437," Davis, W",KC,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
470,437," Delabar, S",TOR,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
471,437," Detwiler, R",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
472,437," Diekman, J",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
473,437," Dominguez, J",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
474,437," Doolittle, S",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
475,437," Drake, O",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
476,437," Duke, Z",CWS,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
477,437," Dyson, S",TEX,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
478,437," Edwards, J",TEX,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
479,437," Farquhar, D",SEA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
480,437," Faulkner, A",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
481,437," Feliz, M",HOU,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
482,437," Feliz, N",DET,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
483,437," Fields, J",HOU,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
484,437," Fien, C",MIN,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
485,437," Frasor, J",KC,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
486,437," Freeman, S",TEX,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
487,437," Frieri, E",TB,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
488,437," Furbush, C",SEA,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
489,437," Garcia, J",BAL,P,3,0,0,0,0,0,0,0,1,0,0,0,.---,1.000,.---,1.000,0,0,0,0,0,0,0,0,0,-.--,4,1
490,437," Gausman, K",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
491,437," Geltz, S",TB,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
492,437," Givens, M",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
493,437," Gomes, B",TB,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
494,437," Goody, N",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
495,437," Gorzelanny, T",DET,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
496,437," Gott, T",LAA,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
497,437," Graham, J",MIN,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
498,437," Graveman, K",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
499,437," Gregerson, L",HOU,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
500,437," Guaipe, M",SEA,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
501,437," Guerra, J",CWS,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
502,437," Hagadone, N",CLE,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
503,437," Hawkins, L",TOR,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
504,437," Hembree, H",BOS,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
505,437," Hendriks, L",TOR,P,5,0,0,0,0,0,0,0,1,0,0,0,.---,1.000,.---,1.000,0,0,0,0,0,0,0,0,0,-.--,6,1
506,437," Herrera, K",KC,P,9,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
507,437," Hochevar, L",KC,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
508,437," Holland, G",KC,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
509,437," Hunter, T",BAL,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
510,437," Hutchison, D",TOR,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
511,437," Jepsen, K",MIN,P,8,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
512,437," Kela, K",TEX,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
513,437," Knudson, G",DET,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
514,437," Krol, I",DET,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
515,437," Layne, T",BOS,P,9,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
516,437," Leone, D",SEA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
517,437," Loup, A",TOR,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
518,437," Lowe, M",TOR,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
